sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_charge_degree,c_charge_desc,is_recid,score_text
Male,22,Less than 25,Caucasian,0,0,0,1,-2,F,Burglary Conveyance Unoccup,1,Low
Female,28,25 - 45,African-American,0,0,0,0,-1,M,Battery,0,Low
Male,35,25 - 45,African-American,0,0,0,2,0,F,Sell or Offer for Sale Counterfeit Goods,0,Low
Male,23,Less than 25,Caucasian,0,0,0,0,-1,F,Fleeing or Eluding a LEO,0,Low
Female,49,Greater than 45,Caucasian,0,0,0,0,,O,,-1,Low
Male,48,Greater than 45,African-American,0,0,0,4,0,F,arrest case no charge,0,High
Male,49,Greater than 45,African-American,0,0,0,14,-1,M,arrest case no charge,0,Low
Male,22,Less than 25,Caucasian,0,1,2,4,-1,M,Battery,1,High
Male,27,25 - 45,Hispanic,0,0,0,5,-1,F,Felony Battery (Dom Strang),0,High
Male,37,25 - 45,African-American,0,0,0,2,0,F,arrest case no charge,0,High
Male,33,25 - 45,African-American,0,0,0,0,-1,F,Aggravated Assault W/Dead Weap,0,Low
Male,44,25 - 45,Caucasian,0,0,0,1,-1,M,Battery,0,Low
Male,22,Less than 25,African-American,0,0,0,2,-1,F,arrest case no charge,0,Low
Female,44,25 - 45,African-American,0,0,0,1,-14,F,arrest case no charge,0,Low
Male,23,Less than 25,African-American,0,0,1,5,-1,F,False Imprisonment,1,High
Male,44,25 - 45,African-American,0,0,0,0,,O,,-1,Low
Male,69,Greater than 45,Other,0,0,0,1,-2,F,Possession Child Pornography,0,Low
Male,49,Greater than 45,African-American,0,0,0,0,,O,,-1,High
Male,22,Less than 25,African-American,0,0,1,0,-1,M,Battery,1,High
Male,24,Less than 25,African-American,0,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,Low
Male,44,25 - 45,African-American,0,0,0,2,-1,M,arrest case no charge,0,High
Male,64,Greater than 45,Caucasian,0,0,0,5,-1,F,Felony Driving While Lic Suspd,0,Low
Male,26,25 - 45,African-American,0,0,0,4,624,M,Fail Register Vehicle,0,Low
Female,26,25 - 45,African-American,0,0,0,0,-1,M,Exposes Culpable Negligence,0,Low
Male,29,25 - 45,African-American,0,0,0,2,-1,F,arrest case no charge,0,High
Male,69,Greater than 45,Caucasian,0,0,0,0,-1,M,Battery,0,Low
Male,26,25 - 45,Hispanic,0,0,1,0,-1,F,Possession of Cannabis,0,Low
Male,35,25 - 45,Hispanic,0,0,0,1,-12,F,arrest case no charge,0,High
Male,30,25 - 45,Caucasian,0,0,0,1,-1,M,Driving Under The Influence,0,Low
Male,23,Less than 25,Caucasian,0,0,1,3,-1,F,Felony Driving While Lic Suspd,0,High
Male,25,25 - 45,African-American,0,0,0,2,-1,M,Lve/Scen/Acc/Veh/Prop/Damage,0,High
Male,23,Less than 25,African-American,0,0,0,1,-1,F,Burglary Unoccupied Dwelling,1,High
Male,42,25 - 45,Other,0,0,0,1,-2,F,Armed Trafficking in Cannabis,0,Low
Male,31,25 - 45,African-American,0,0,0,9,-1,F,Driving While License Revoked,0,High
Male,23,Less than 25,Caucasian,0,0,0,0,-1,F,Pos Cannabis W/Intent Sel/Del,0,Low
Male,23,Less than 25,Other,0,0,0,0,,O,,-1,Low
Female,28,25 - 45,African-American,0,0,0,0,-1,F,Burglary Dwelling Assault/Batt,1,Low
Male,20,Less than 25,African-American,0,0,0,0,-1,F,Grand Theft in the 3rd Degree,0,Low
Male,41,25 - 45,Caucasian,0,0,0,3,0,F,Possession of Cocaine,0,High
Female,24,Less than 25,Caucasian,0,2,0,7,-1,M,Aggravated Battery / Pregnant,0,High
Female,36,25 - 45,Other,0,1,0,6,-21,F,Possession of Cocaine,1,High
Male,37,25 - 45,African-American,0,0,0,6,-1,F,Felony Driving While Lic Suspd,1,Low
Female,21,Less than 25,African-American,0,0,0,1,-1,F,Grand Theft in the 3rd Degree,0,High
Male,27,25 - 45,African-American,0,0,0,8,-1,F,Felony Battery w/Prior Convict,1,Low
Male,30,25 - 45,Caucasian,0,0,1,2,-1,M,Battery,0,Low
Male,26,25 - 45,African-American,0,0,0,2,-1,F,Fleeing Or Attmp Eluding A Leo,1,Low
Male,42,25 - 45,Caucasian,0,0,0,0,0,M,Battery,0,Low
Male,23,Less than 25,African-American,0,0,0,8,-1,F,Grand Theft in the 3rd Degree,1,High
Male,43,25 - 45,Caucasian,0,0,0,1,-131,F,arrest case no charge,0,Low
Male,22,Less than 25,African-American,0,0,0,3,-1,F,Grand Theft in the 3rd Degree,0,High
Female,55,Greater than 45,Caucasian,0,0,0,0,-3,M,Battery,0,Low
Male,29,25 - 45,African-American,0,0,0,0,-1,F,Possession of Cocaine,0,High
Male,44,25 - 45,African-American,0,0,1,16,-1,F,Deliver Cocaine,0,High
Male,38,25 - 45,Caucasian,0,0,0,0,53,F,Possession Of Alprazolam,1,Low
Male,33,25 - 45,Caucasian,0,0,0,0,-1,M,Battery,0,Low
Male,24,Less than 25,Caucasian,0,0,0,1,-1,F,arrest case no charge,1,High
Male,23,Less than 25,African-American,0,0,0,0,0,M,Battery,0,Low
Female,64,Greater than 45,African-American,0,0,0,0,-1,F,Solicit Deliver Cocaine,0,Low
Male,48,Greater than 45,Other,0,0,0,0,-1,M,Battery,0,Low
Male,36,25 - 45,Caucasian,0,0,0,1,0,M,DUI Level 0.15 Or Minor In Veh,0,Low
Male,32,25 - 45,African-American,0,1,2,11,805,F,Driving While License Revoked,1,Low
Male,59,Greater than 45,African-American,0,0,0,0,-1,M,DUI Property Damage/Injury,0,Low
Female,39,25 - 45,African-American,0,0,0,0,0,F,Grand Theft (Motor Vehicle),1,Low
Male,30,25 - 45,Caucasian,0,0,0,0,-1,M,DUI Property Damage/Injury,0,Low
Female,22,Less than 25,African-American,0,0,0,1,-3,M,Battery,0,Low
Male,20,Less than 25,African-American,0,0,0,2,0,F,arrest case no charge,1,High
Male,21,Less than 25,African-American,0,0,0,0,-1,F,Grand Theft in the 3rd Degree,1,Low
Male,24,Less than 25,Caucasian,0,0,0,0,0,F,Poss Meth/Diox/Meth/Amp (MDMA),0,Low
Male,49,Greater than 45,Hispanic,0,0,0,2,-40,M,Petit Theft,1,Low
Male,55,Greater than 45,African-American,0,0,0,10,0,F,Possession of Cocaine,0,High
Male,50,Greater than 45,Caucasian,0,0,0,2,-32,F,Possession Of Methamphetamine,0,Low
Male,30,25 - 45,African-American,0,0,0,3,-1,M,Battery,0,High
Male,51,Greater than 45,African-American,0,0,0,12,21,F,Possession of Cocaine,1,High
Male,21,Less than 25,African-American,0,2,0,2,111,M,Dealing In Stolen Property,1,High
Male,21,Less than 25,African-American,1,0,2,1,-1,F,arrest case no charge,1,High
Male,24,Less than 25,African-American,0,0,0,1,-1,F,Grand Theft (Motor Vehicle),0,Low
Male,31,25 - 45,African-American,0,0,0,1,-1,F,Poss Unlaw Issue Driver Licenc,0,High
Male,22,Less than 25,African-American,0,0,0,2,-1,F,False Ownership Info/Pawn Item,0,Low
Male,23,Less than 25,African-American,0,0,0,2,-1,M,Trespass On School Grounds,1,High
Male,23,Less than 25,Hispanic,0,0,0,0,-1,M,Possess Cannabis/20 Grams Or Less,0,High
Male,32,25 - 45,African-American,0,0,0,4,-1,F,Burglary Unoccupied Dwelling,1,Low
Male,28,25 - 45,African-American,0,0,0,11,-1,F,Neglect Child / No Bodily Harm,1,High
Male,50,Greater than 45,Caucasian,1,0,0,16,-68,F,arrest case no charge,1,High
Male,24,Less than 25,African-American,0,0,1,0,-1,F,Burglary Unoccupied Dwelling,0,Low
Male,46,Greater than 45,Hispanic,0,0,0,1,,M,Felony/Driving Under Influence,0,Low
Female,19,Less than 25,African-American,0,0,0,1,-1,F,arrest case no charge,1,Low
Male,31,25 - 45,Other,0,0,0,1,0,M,Battery,0,Low
Male,29,25 - 45,African-American,0,0,0,3,0,F,arrest case no charge,1,Low
Male,41,25 - 45,African-American,0,0,0,6,-1,F,Grand Theft in the 3rd Degree,1,High
Male,28,25 - 45,African-American,0,0,0,4,-1,M,Battery,1,Low
Male,21,Less than 25,African-American,0,0,0,0,-1,F,Uttering a Forged Instrument,0,High
Male,29,25 - 45,Caucasian,0,0,0,6,-1,F,Uttering a Forged Instrument,1,Low
Male,49,Greater than 45,Caucasian,0,0,0,0,-1,F,Offer Agree Secure/Lewd Act,0,Low
Male,21,Less than 25,African-American,0,0,1,0,,O,,-1,High
Male,59,Greater than 45,African-American,0,0,0,39,-336,F,Burglary Structure Unoccup,0,High
Male,36,25 - 45,Caucasian,0,0,0,0,-1,F,Possession of Cocaine,0,Low
Male,28,25 - 45,Caucasian,0,0,0,7,331,M,arrest case no charge,0,High
Male,26,25 - 45,Hispanic,0,0,0,0,-1,F,Uttering a Forged Instrument,0,Low
Male,36,25 - 45,Other,0,0,0,4,-1,F,arrest case no charge,0,Low
Male,34,25 - 45,Caucasian,0,0,0,0,,O,,-1,Low
Male,42,25 - 45,Caucasian,0,0,0,0,0,M,Battery,0,Low
Female,43,25 - 45,Other,0,0,0,1,-1,F,arrest case no charge,0,Low
Male,45,Greater than 45,Caucasian,0,0,0,0,,O,,-1,Low
Male,22,Less than 25,African-American,0,0,0,0,,O,,-1,High
Male,38,25 - 45,African-American,0,0,0,4,-1,M,Battery,0,Low
Male,30,25 - 45,Other,0,0,0,2,-1,F,Grand Theft in the 3rd Degree,0,Low
Male,22,Less than 25,African-American,0,0,1,3,-1,F,Burglary Dwelling Occupied,1,High
Male,46,Greater than 45,Caucasian,0,0,0,0,-1,M,Battery,1,Low
Male,54,Greater than 45,Caucasian,0,0,0,0,-1,M,Battery,0,Low
Male,63,Greater than 45,Caucasian,0,0,0,1,,F,arrest case no charge,0,Low
Male,38,25 - 45,African-American,0,0,0,0,-1,F,Cruelty Toward Child,1,Low
Male,36,25 - 45,African-American,0,0,0,0,-1,F,Possession of Cannabis,0,High
Male,31,25 - 45,African-American,0,0,0,11,0,F,False Imprisonment,0,High
Female,27,25 - 45,African-American,0,1,0,10,-58,M,Driving License Suspended,1,High
Male,22,Less than 25,Caucasian,0,0,0,6,-1,F,Crimin Mischief Damage $1000+,1,High
Male,29,25 - 45,African-American,0,0,0,11,-1,M,Operating W/O Valid License,0,High
Male,23,Less than 25,African-American,0,0,0,6,40,F,Grand Theft in the 3rd Degree,1,Low
Male,39,25 - 45,African-American,0,0,0,2,-1,M,Driving Under The Influence,0,Low
Male,47,Greater than 45,Caucasian,0,0,0,0,-1,M,Battery,0,Low
Male,26,25 - 45,African-American,0,0,0,7,-1,F,Grand Theft in the 3rd Degree,1,High
Female,21,Less than 25,African-American,0,0,0,0,-4,F,Burglary Dwelling Assault/Batt,1,Low
Male,55,Greater than 45,African-American,0,0,0,12,-40,F,arrest case no charge,0,High
Male,63,Greater than 45,African-American,0,0,0,2,-1,M,Viol Injunct Domestic Violence,0,Low
Male,27,25 - 45,African-American,0,0,0,2,-1,F,Possession of Cocaine,1,Low
Male,55,Greater than 45,Caucasian,0,0,0,27,-1,M,Battery,0,Low
Male,60,Greater than 45,Caucasian,0,0,0,3,-60,F,Felony/Driving Under Influence,0,Low
Male,57,Greater than 45,Caucasian,0,0,0,21,-33,M,arrest case no charge,1,Low
Female,20,Less than 25,Hispanic,0,0,0,0,0,M,Battery,0,Low
Male,24,Less than 25,Hispanic,0,0,0,1,,F,Uttering a Forged Instrument,0,Low
Male,54,Greater than 45,Other,0,0,0,2,-1,M,Battery,1,Low
Male,30,25 - 45,African-American,0,0,0,2,,F,Possession of Cocaine,1,Low
Male,26,25 - 45,African-American,0,1,0,3,,M,Petit Theft,0,High
Male,26,25 - 45,Caucasian,0,0,0,0,-1,F,Harm Public Servant Or Family,1,Low
Male,37,25 - 45,Caucasian,0,0,0,1,-9,M,Battery,0,Low
Male,25,25 - 45,African-American,0,0,0,4,-170,M,Operating W/O Valid License,0,Low
Male,34,25 - 45,African-American,0,0,0,0,-1,F,Grand Theft in the 3rd Degree,0,Low
Male,60,Greater than 45,African-American,0,0,0,7,-1,F,Possession of Cocaine,0,High
Female,48,Greater than 45,Hispanic,0,0,0,4,-6,F,arrest case no charge,1,Low
Male,25,25 - 45,African-American,1,1,0,2,-1,F,Possession Of Methamphetamine,1,High
Male,57,Greater than 45,Other,0,0,0,0,-1,F,Agg Assault W/int Com Fel Dome,1,Low
Female,26,25 - 45,Caucasian,0,0,0,1,,M,Battery,0,Low
Male,46,Greater than 45,Caucasian,0,0,0,2,-55,F,"Poss 3,4 MDMA (Ecstasy)",0,Low
Male,21,Less than 25,Hispanic,0,0,0,0,-1,F,Burglary Conveyance Unoccup,1,Low
Male,32,25 - 45,African-American,0,0,1,8,-1,F,Uttering a Forged Instrument,0,High
Female,25,25 - 45,African-American,0,0,0,5,-1,F,Agg Battery Grt/Bod/Harm,1,High
Male,30,25 - 45,African-American,0,0,0,14,-1,M,arrest case no charge,0,High
Female,20,Less than 25,Caucasian,0,0,0,0,-1,F,Aggrav Battery w/Deadly Weapon,0,Low
Male,35,25 - 45,African-American,0,0,0,4,96,F,Possession of Cocaine,1,High
Female,33,25 - 45,African-American,0,0,0,2,-1,F,Grand Theft (Motor Vehicle),1,Low
Male,18,Less than 25,African-American,4,0,0,3,-414,F,arrest case no charge,0,High
Male,26,25 - 45,African-American,0,0,0,2,-1,F,Grand Theft in the 3rd Degree,1,Low
Male,49,Greater than 45,Caucasian,0,0,0,10,302,F,Grand Theft in the 3rd Degree,1,Low
Male,53,Greater than 45,Caucasian,0,0,0,3,0,F,Felony Driving While Lic Suspd,0,Low
Male,29,25 - 45,African-American,0,0,0,2,-1,M,Petit Theft,0,Low
Male,39,25 - 45,Caucasian,0,0,0,3,-230,F,arrest case no charge,0,High
Male,28,25 - 45,Caucasian,0,0,0,6,0,M,arrest case no charge,1,Low
Male,53,Greater than 45,African-American,0,0,0,20,-3,F,arrest case no charge,0,Low
Male,57,Greater than 45,Hispanic,0,0,0,1,-15,M,DUI Level 0.15 Or Minor In Veh,0,Low
Male,44,25 - 45,Caucasian,0,0,0,5,-1,F,arrest case no charge,0,Low
Male,29,25 - 45,African-American,0,1,0,3,-119,F,arrest case no charge,1,High
Male,27,25 - 45,Caucasian,0,0,0,0,-1,F,Burglary Dwelling Armed,0,Low
Male,22,Less than 25,African-American,0,0,0,2,-1,F,Burglary Conveyance Unoccup,0,High
Male,39,25 - 45,Caucasian,0,0,0,4,-29,M,Fail Register Vehicle,0,Low
Male,48,Greater than 45,Caucasian,0,0,0,0,-1,F,Possession of Cocaine,0,Low
Male,29,25 - 45,Hispanic,0,0,0,0,0,M,Disorderly Conduct,1,Low
Male,25,25 - 45,Caucasian,0,0,0,1,0,M,Battery,1,Low
Male,67,Greater than 45,Caucasian,0,0,0,0,-1,F,Cruelty Toward Child,0,Low
Male,29,25 - 45,African-American,0,0,1,2,0,M,Agg Fleeing and Eluding,1,Low
Female,53,Greater than 45,African-American,0,0,0,3,-1,F,Grand Theft in the 3rd Degree,0,Low
Male,43,25 - 45,Caucasian,0,0,0,0,,O,,-1,Low
Male,23,Less than 25,Caucasian,0,0,0,1,-40,F,"Poss3,4 Methylenedioxymethcath",0,Low
Male,49,Greater than 45,African-American,0,0,0,0,-4,F,Possession of Cocaine,0,Low
Female,56,Greater than 45,Caucasian,0,0,0,8,-35,F,DWI w/Inj Susp Lic / Habit Off,0,Low
Female,44,25 - 45,Caucasian,0,0,0,0,-1,M,Driving Under The Influence,1,Low
Male,28,25 - 45,African-American,0,0,0,3,-1,F,Deliver Cannabis,0,Low
Female,55,Greater than 45,Hispanic,0,0,0,0,-1,F,Aggravated Battery / Pregnant,0,Low
Male,26,25 - 45,African-American,1,0,0,10,-1,F,Resist Officer w/Violence,1,High
Male,51,Greater than 45,Caucasian,0,0,0,2,-64,F,Grand Theft in the 3rd Degree,1,Low
Male,46,Greater than 45,African-American,0,0,0,0,-1,M,Battery,1,Low
Male,30,25 - 45,Caucasian,0,0,0,1,-1,F,Possession of Cocaine,1,Low
Female,48,Greater than 45,African-American,0,0,0,0,-1,F,Tampering With Physical Evidence,1,High
Male,45,Greater than 45,Caucasian,0,0,0,6,0,F,arrest case no charge,0,High
Female,33,25 - 45,Caucasian,0,0,0,0,,O,,-1,Low
Male,24,Less than 25,African-American,0,0,0,1,0,M,Battery,0,Low
Male,77,Greater than 45,African-American,0,0,0,1,-1,M,Driving License Suspended,1,Low
Male,21,Less than 25,African-American,0,2,2,2,-1,F,Grand Theft in the 3rd Degree,1,High
Male,46,Greater than 45,Caucasian,0,0,0,11,-122,F,arrest case no charge,1,High
Male,54,Greater than 45,African-American,0,0,0,4,-1,F,Sex Batt Faml/Cust Vict 12-17Y,1,Low
Male,54,Greater than 45,Caucasian,0,0,0,3,-1,F,Manufacture Cannabis,0,Low
Male,26,25 - 45,African-American,0,0,0,15,-1,F,arrest case no charge,0,High
Male,23,Less than 25,African-American,0,1,1,8,0,F,Burglary Structure Unoccup,1,High
Male,27,25 - 45,Hispanic,0,0,0,1,-86,F,arrest case no charge,0,Low
Male,21,Less than 25,Caucasian,0,0,0,2,-75,F,arrest case no charge,0,High
Female,38,25 - 45,Caucasian,0,0,0,0,-1,M,DUI Property Damage/Injury,0,Low
Male,39,25 - 45,Caucasian,0,0,0,2,0,F,arrest case no charge,0,Low
Male,35,25 - 45,Hispanic,0,0,0,13,-1,F,Driving While License Revoked,0,High
Male,20,Less than 25,African-American,0,0,1,1,-1,F,arrest case no charge,0,High
Male,29,25 - 45,African-American,0,0,0,1,-1,M,Battery,1,Low
Male,30,25 - 45,African-American,1,0,0,9,-1,M,Viol Prot Injunc Repeat Viol,1,Low
Male,29,25 - 45,African-American,0,0,0,2,-5,F,arrest case no charge,0,High
Male,41,25 - 45,African-American,0,0,0,6,-1,F,Poss Cocaine/Intent To Del/Sel,1,Low
Male,32,25 - 45,African-American,0,0,0,1,-1,M,Battery,0,High
Male,48,Greater than 45,African-American,0,0,0,12,-24,M,arrest case no charge,0,High
Male,25,25 - 45,Caucasian,0,0,0,0,,O,,-1,Low
Male,39,25 - 45,Caucasian,0,0,0,2,-120,F,arrest case no charge,0,High
Male,52,Greater than 45,African-American,0,0,0,0,-1,M,Battery,1,High
Male,30,25 - 45,Caucasian,0,0,0,0,-1,F,Grand Theft in the 3rd Degree,0,Low
Male,47,Greater than 45,Caucasian,0,0,0,0,,O,,-1,Low
Male,31,25 - 45,African-American,0,1,0,3,0,F,Grand Theft in the 3rd Degree,1,Low
Male,30,25 - 45,Caucasian,0,0,0,2,-1,F,arrest case no charge,0,Low
Male,22,Less than 25,Caucasian,0,0,3,1,-1,F,Possession Of Alprazolam,1,Low
Male,44,25 - 45,African-American,0,0,0,3,-13,M,Petit Theft $100- $300,0,Low
Male,56,Greater than 45,African-American,0,0,0,4,-50,M,Battery,1,Low
Female,46,Greater than 45,Caucasian,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,Low
Female,52,Greater than 45,Caucasian,0,0,0,23,-62,F,arrest case no charge,1,High
Male,27,25 - 45,African-American,0,0,0,0,,O,,-1,Low
Male,29,25 - 45,African-American,0,0,0,7,-1,F,Poss Tetrahydrocannabinols,1,Low
Female,26,25 - 45,African-American,0,0,0,0,-1,M,Battery,0,Low
Female,22,Less than 25,African-American,0,0,0,0,-2,F,Grand Theft in the 3rd Degree,0,High
Male,32,25 - 45,Hispanic,0,0,0,1,-47,F,Uttering Forged Credit Card,0,Low
Male,32,25 - 45,Hispanic,0,0,0,0,0,M,Driving Under The Influence,0,Low
Male,39,25 - 45,African-American,0,0,0,8,-1,F,Lewd or Lascivious Molestation,0,Low
Male,35,25 - 45,African-American,0,0,0,9,-1,F,Possession of Cannabis,0,High
Male,26,25 - 45,African-American,0,0,0,1,0,M,Battery,0,Low
Male,27,25 - 45,African-American,0,0,0,1,0,F,Crim Use of Personal ID Info,1,Low
Male,27,25 - 45,African-American,0,0,0,5,-28,F,arrest case no charge,1,High
Male,42,25 - 45,African-American,0,0,0,24,0,F,Possession of Cocaine,0,High
Female,34,25 - 45,Caucasian,0,0,0,10,22,F,Possession of Cocaine,1,High
Male,29,25 - 45,African-American,3,0,1,5,-1,F,arrest case no charge,0,High
Male,31,25 - 45,African-American,0,0,0,0,,O,,-1,High
Male,53,Greater than 45,Caucasian,0,0,0,0,0,M,Battery,0,Low
Male,47,Greater than 45,African-American,0,0,0,21,-124,F,arrest case no charge,1,High
Male,27,25 - 45,African-American,0,0,0,2,104,M,Posses/Disply Susp/Revk/Frd DL,0,Low
Male,27,25 - 45,Hispanic,0,0,0,6,1026,F,arrest case no charge,1,High
Male,24,Less than 25,African-American,0,0,0,0,-1,F,Tamper With Witness/Victim/CI,0,Low
Female,32,25 - 45,African-American,0,0,0,0,0,M,Battery,1,Low
Male,28,25 - 45,Hispanic,0,0,0,8,407,M,Possess Cannabis/20 Grams Or Less,1,High
Male,25,25 - 45,African-American,0,0,1,5,-1,F,arrest case no charge,1,High
Male,22,Less than 25,Caucasian,0,0,1,2,-1,M,Battery,1,Low
Male,43,25 - 45,Caucasian,0,0,0,4,-55,M,Susp Drivers Lic 1st Offense,0,Low
Male,52,Greater than 45,African-American,0,0,0,7,-1,F,Possession of Cocaine,1,High
Male,21,Less than 25,African-American,0,0,0,2,0,F,Tampering With Physical Evidence,1,High
Male,28,25 - 45,African-American,0,1,0,11,-1,F,Burglary Conveyance Unoccup,1,High
Male,21,Less than 25,African-American,0,0,0,1,34,F,Carrying Concealed Firearm,1,High
Female,47,Greater than 45,Caucasian,0,0,0,0,-1,M,Battery,0,Low
Male,26,25 - 45,Hispanic,0,0,0,0,-1,F,Grand Theft in the 3rd Degree,0,High
Male,50,Greater than 45,Caucasian,0,0,0,0,-1,M,Battery,0,Low
Male,23,Less than 25,Caucasian,0,1,0,4,-1,M,Battery,1,Low
Male,39,25 - 45,Hispanic,0,0,0,3,,M,Battery,0,Low
Male,20,Less than 25,Caucasian,0,0,0,0,0,F,Possession of Cannabis,0,Low
Male,31,25 - 45,African-American,0,0,0,1,-1,M,Battery,0,Low
Male,34,25 - 45,Caucasian,0,0,0,1,-1,M,Battery,0,Low
Male,32,25 - 45,African-American,0,0,0,0,-1,M,Possession of Cannabis,0,Low
Female,50,Greater than 45,Caucasian,0,0,0,0,-3,M,Driving Under The Influence,1,Low
Male,27,25 - 45,African-American,0,0,0,1,-1,M,Burglary Unoccupied Dwelling,0,Low
Female,26,25 - 45,African-American,0,1,0,4,-1,F,arrest case no charge,0,Low
Male,27,25 - 45,African-American,1,0,0,4,-1,F,Aggravated Assault W/Dead Weap,1,Low
Male,29,25 - 45,Caucasian,0,0,0,0,0,F,Aggravated Assault W/dead Weap,1,Low
Male,21,Less than 25,African-American,0,0,0,2,-1,F,arrest case no charge,0,Low
Male,30,25 - 45,Caucasian,0,0,0,11,-214,M,Reckless Driving,1,High
Male,70,Greater than 45,African-American,0,0,0,0,-4,F,Aggrav Battery w/Deadly Weapon,0,Low
Male,24,Less than 25,Caucasian,0,0,1,4,0,F,Possession of Cocaine,0,High
Male,47,Greater than 45,Other,0,0,0,4,-1,F,Felony Petit Theft,0,High
Male,57,Greater than 45,Caucasian,0,0,0,1,-1,F,arrest case no charge,0,Low
Male,58,Greater than 45,African-American,0,0,0,0,-1,M,DUI Level 0.15 Or Minor In Veh,0,Low
Male,32,25 - 45,African-American,0,0,0,0,-1,M,Battery,0,High
Male,27,25 - 45,African-American,2,0,0,14,0,F,False Imprisonment,1,High
Male,28,25 - 45,African-American,0,0,0,5,0,F,Driving While License Revoked,1,Low
Male,24,Less than 25,African-American,0,5,1,15,-1,F,Deliver Cocaine,1,High
Male,47,Greater than 45,Caucasian,0,0,0,0,,O,,-1,Low
Male,45,Greater than 45,African-American,0,0,0,1,121,F,arrest case no charge,1,Low
Female,53,Greater than 45,African-American,0,0,0,0,,O,,-1,Low
Male,50,Greater than 45,Caucasian,0,0,0,0,-1,M,DUI - Enhanced,0,Low
Female,30,25 - 45,African-American,0,0,0,15,-4,F,Possession of Cocaine,1,High
Male,25,25 - 45,Hispanic,0,0,0,1,37,F,arrest case no charge,1,Low
Male,46,Greater than 45,Hispanic,0,0,0,0,-1,F,Grand Theft in the 3rd Degree,0,Low
Female,43,25 - 45,Caucasian,0,0,0,0,-1,F,Grand Theft in the 3rd Degree,0,Low
Male,43,25 - 45,Caucasian,0,0,0,0,-1,F,Grand Theft in the 3rd Degree,1,Low
Male,24,Less than 25,Caucasian,0,0,0,0,-1,F,arrest case no charge,1,Low
Female,29,25 - 45,African-American,0,0,0,0,,O,,-1,High
Male,20,Less than 25,Caucasian,0,0,0,2,-2,F,Pos Cannabis W/Intent Sel/Del,0,High
Male,34,25 - 45,African-American,0,0,0,10,-1,F,Aggravated Assault W/dead Weap,0,High
Male,56,Greater than 45,Hispanic,0,0,0,2,-108,F,arrest case no charge,0,Low
Male,33,25 - 45,Caucasian,0,0,0,0,-1,M,Battery,0,High
Male,26,25 - 45,Caucasian,0,0,0,2,-1,F,Possession Burglary Tools,0,Low
Male,31,25 - 45,Caucasian,0,0,0,0,-1,F,Possession Of Methamphetamine,0,Low
Male,23,Less than 25,African-American,0,0,3,1,-24,F,Grand Theft in the 3rd Degree,1,Low
Male,60,Greater than 45,Hispanic,0,0,0,1,-39,F,Workers Compensation Fraud,0,Low
Male,39,25 - 45,African-American,0,0,0,0,-1,F,Kidnapping / Domestic Violence,0,Low
Male,50,Greater than 45,African-American,0,0,0,4,-1,F,Driving While License Revoked,1,Low
Male,46,Greater than 45,Caucasian,0,0,0,0,,O,,-1,Low
Male,25,25 - 45,Hispanic,0,0,0,0,-1,M,Felony Battery (Dom Strang),0,High
Female,22,Less than 25,African-American,0,0,0,0,-1,M,Battery,0,High
Female,25,25 - 45,African-American,0,0,0,0,-1,M,Battery,0,Low
Male,32,25 - 45,African-American,0,0,0,0,-1,M,Battery,0,High
Male,20,Less than 25,Caucasian,0,0,0,0,0,F,Possession of Cocaine,0,Low
Female,21,Less than 25,African-American,0,1,0,2,-1,F,Crimin Mischief Damage $1000+,0,High
Male,28,25 - 45,Caucasian,0,0,0,1,-5,F,Resist Officer w/Violence,0,Low
Male,20,Less than 25,Caucasian,0,0,0,1,-1,F,Possession of Cannabis,0,Low
Male,54,Greater than 45,African-American,0,0,0,12,0,M,Battery,1,Low
Male,22,Less than 25,African-American,0,0,0,11,-1,F,Grand Theft in the 3rd Degree,0,High
Female,27,25 - 45,African-American,0,0,0,2,-1,F,Felony Petit Theft,1,High
Male,45,Greater than 45,Caucasian,0,0,0,5,-4,F,Possession of Methadone,1,Low
Male,34,25 - 45,African-American,3,1,0,13,-1,F,arrest case no charge,1,High
Female,55,Greater than 45,Caucasian,0,0,0,0,-1,F,Battery on a Person Over 65,0,Low
Male,24,Less than 25,African-American,0,0,0,0,-1,M,Battery,0,Low
Male,20,Less than 25,African-American,0,0,1,0,0,F,Possession of Cocaine,1,High
Female,24,Less than 25,African-American,3,0,0,7,-13,F,arrest case no charge,0,High
Male,46,Greater than 45,African-American,1,0,0,10,-1,F,Possession of Cocaine,0,High
Male,36,25 - 45,Caucasian,0,0,0,1,0,M,DUI Level 0.15 Or Minor In Veh,0,Low
Male,37,25 - 45,African-American,0,0,0,5,0,M,Battery,1,Low
Male,39,25 - 45,African-American,0,0,0,0,-1,F,Possession Burglary Tools,0,Low
Female,34,25 - 45,Caucasian,0,0,0,1,-21,M,Battery,0,Low
Female,41,25 - 45,African-American,0,0,0,2,-26,F,Aggravated Assault W/dead Weap,1,High
Male,21,Less than 25,African-American,0,0,0,1,-1,F,arrest case no charge,1,High
Male,38,25 - 45,Caucasian,0,0,0,0,-1,F,Tamper With Victim,0,Low
Male,22,Less than 25,African-American,0,0,0,3,-1,F,Burglary Unoccupied Dwelling,1,Low
